citation_context,section,citation_intent
"<CITE> tarafından yapılan diğer bir çalışmada, şirket iflaslarının tahmin edilmesi problemi için yapay sinir ağları ve karar ağaçları gibi on altı farklı veri madenciliği modelini değerlendiren bir çatı sunulmuş, modelde sunulan algoritmalar, eğitimde kullanılan stratejiler, öznitelik seçimleri gibi ölçütler bakımından farklılaştırılmış ve Portekiz'deki çeşitli şirketlerden toplanan gerçek veri seti aracılığıyla değerlendirilmiştir.",LİTERATÜR (LITERATURE),background
"Neves ve Vieria <CITE> , şirket iflaslarının tahmin edilmesinde, gizli katman öğrenme vektör nicelendirmesi algoritmasını kullanmıştır.",LİTERATÜR (LITERATURE),background
"<CITE> çalışmalarında, kurumsal başarısızlık tahmini için yapay sinir ağları ve AdaBoost öğrenme algoritmasını uygulamış ve her iki yöntemin tahmin etmede elde ettikleri doğruluk oranları Avrupa'daki çeşitli şirketlere ilişkin veriler üzerinde karşılaştırılmıştır.",LİTERATÜR (LITERATURE),background
"Nachev <CITE> Mohan   tarafından gerçekleştirilen çalışmada, karar ağacı algoritması için geleneksel öğrenme ve evrimsel algoritmaya dayalı iki farklı yöntemin etkinliklerini araştırmıştır.",LİTERATÜR (LITERATURE),background
"Nachev    Mohan <CITE> tarafından gerçekleştirilen çalışmada, karar ağacı algoritması için geleneksel öğrenme ve evrimsel algoritmaya dayalı iki farklı yöntemin etkinliklerini araştırmıştır.",LİTERATÜR (LITERATURE),background
"Karar ağacında her bir iç düğüm, örnek uzayını girdi öznitelik değerlerinin belirli bir fonksiyona tabi tutulmasına dayalı olarak iki ya da daha fazla parçaya ayırmaktadır <CITE> .",KARAR AĞACI YÖNTEMİ (THE DECISION TREE METHOD),background
"Karar ağaçlarının sınıflandırmada kullanılmasında, karar ağaçlarının basit yapısı sayesinde, oluşturulan sınıflandırma modelinin kolay anlaşılabilir olması, karar ağaçlarının parametrik olmaması sayesinde, bilgi keşfi için uygun bir yapı sunması, diğer sınıflandırma yöntemlerine kıyasla kısmen daha hızlı bir biçimde oluşturulması gibi özellikler rol oynamaktadır <CITE> .",KARAR AĞACI YÖNTEMİ (THE DECISION TREE METHOD),background
"Karar ağaçları, değinilen üstün özelliklerine karşın, birden fazla öznitelik içeren çıktıları olanaklı kılmamaları, kısmen değişken sonuçlar üretmeleri, test verisindeki küçük değişikliklere karşı bile duyarlı olmaları, nümerik veri setleri için karmaşık bir ağaç yapısı oluşturmaları gibi problemler ile karşı karşıya kalmaktadır <CITE> .",KARAR AĞACI YÖNTEMİ (THE DECISION TREE METHOD),background
"Sınıflandırma ve tahmin etmede karar ağaçlarının kullanılması, eğitim verisinden karar ağacı modelinin oluşturulması, bu modelin, test verisi kullanılarak uygun sınama ölçütleri aracılığıyla değerlendirilmesi ve ilgili modelin gelecekteki değerleri tahmin edilmesinde kullanılması şeklinde işlemektedir <CITE> .",KARAR AĞACI YÖNTEMİ (THE DECISION TREE METHOD),background
"Sınıflandırma ve tahmin etmede karar ağaçlarının kullanılması, eğitim verisinden karar ağacı modelinin oluşturulması, bu modelin, test verisi kullanılarak uygun sınama ölçütleri aracılığıyla değerlendirilmesi ve ilgili modelin gelecekteki değerleri tahmin edilmesinde kullanılması şeklinde işlemektedir <CITE> .",KARAR AĞACI YÖNTEMİ (THE DECISION TREE METHOD),background
"Karar ağacı algoritmaları genellikle genelleştirme hatasını en aza indirgeyen en uygun karar ağacı yapısını oluşturmayı hedeflemek ile birlikte, düğüm sayısı, ortalama derinlik ya da başka amaç fonksiyonlarını en aza indirgemeyi hedeflemek de mümkündür <CITE> .",KARAR AĞACI YÖNTEMİ (THE DECISION TREE METHOD),basis
"Bilgi kazancı, ki-kare istatistiği, GINI indeksi gibi ölçütler, başlıca kullanılan düğüm ayırma ölçütleri arasındadır <CITE> .",KARAR AĞACI YÖNTEMİ (THE DECISION TREE METHOD),basis
Budama ile bir ölçütü iyileştiren düğümler budanmaktadır <CITE> .,KARAR AĞACI YÖNTEMİ (THE DECISION TREE METHOD),basis
"Bunun yanı sıra, en düşük hata budaması, karamsar budama, hata tabanlı budama, en uygun budama ve minimum tanım uzunluğu budama gibi çeşitli budama yaklaşımları bulunmaktadır <CITE> .",KARAR AĞACI YÖNTEMİ (THE DECISION TREE METHOD),background
"Budama yöntemleri değerlendirildiğinde, maliyetkarmaşıklık budama yöntemi, azaltılmış hata budaması yöntemi gibi yaklaşımların gereğinden fazla budama yaparak, küçük ancak düşük doğruluk oranına sahip karar ağaçları oluşturduğu, en düşük hata budaması, karamsar budama ve hata tabanlı budama gibi yaklaşımların gereğinden az budama yaptıkları gözlenmektedir <CITE> .",KARAR AĞACI YÖNTEMİ (THE DECISION TREE METHOD),discuss
"C4.5 algoritması <CITE> , en çok bilinen karar ağacı algoritmalarından biridir.",KARAR AĞACI YÖNTEMİ (THE DECISION TREE METHOD),background
"C4.5 algoritması, ID3 algoritmasına <CITE> dayanan ve bu algoritmanın bazı kısıtlarını ortadan kaldıran bir yöntemdir.",KARAR AĞACI YÖNTEMİ (THE DECISION TREE METHOD),background
"Bunun yanı sıra, karar ağacı oluşturma sırasında ya da sonrasında bazı düğümlerin ya da alt ağaçların silinmesi ile aşırı uygunluk problemini ortadan kaldırmakta, eğitim setindeki istisnai ve gürültülü değerlerin çıkarılmasını sağlamaktadır <CITE> .",KARAR AĞACI YÖNTEMİ (THE DECISION TREE METHOD),background
Decision Stump algoritması genellikle boosting yöntemleri ile birlikte kullanılır <CITE> .,KARAR AĞACI YÖNTEMİ (THE DECISION TREE METHOD),background
"Hoeffding Tree algoritmasının önemli özelliklerinden biri algoritma sonucu oluşturulan karar ağacının, her bir düğümün test edilmesi amacıyla tüm örnekleri kullanan sınıflandırıcılar ile hemen hemen aynı olmasıdır <CITE> .",KARAR AĞACI YÖNTEMİ (THE DECISION TREE METHOD),background
"LMT (Logistic Model Trees) algoritması, karar ağacı indüksiyonu ve lojistik regresyon modellerini bir araya getiren bir yöntemdir <CITE> .",KARAR AĞACI YÖNTEMİ (THE DECISION TREE METHOD),background
Algoritma sonucu oluşturulan ağaç yapısına budama işlemi uygulanarak model sadeleştirilir ve genelleştirme performansı artırılır <CITE> .,KARAR AĞACI YÖNTEMİ (THE DECISION TREE METHOD),background
"Random Forest algoritması <CITE> , eğitim verisindeki örneklerin rastgele olarak seçilmesi ile oluşturulan budanmamış sınıflandırma ve regresyon ağaçlarından oluşan bir modeldir.",KARAR AĞACI YÖNTEMİ (THE DECISION TREE METHOD),background
"Rastgele ağaçlar, etkin bir biçimde oluşturulabilmekte ve birçok rastgele ağacın oluşturduğu modeller genellikle yüksek doğruluk oranına sahip olmaktadır <CITE> .",KARAR AĞACI YÖNTEMİ (THE DECISION TREE METHOD),background
Eksik değerler için ise C4.5 algoritmasının örnekleri karşılık gelen parçalara ayırma yaklaşımı uygulanmaktadır <CITE> .,KARAR AĞACI YÖNTEMİ (THE DECISION TREE METHOD),background
"Çalışmada kullanılan veri seti, Polonyalı şirketlere ilişkin finansal veriler taranarak oluşturulmuştur <CITE> Çalışmada kullanılan algoritmaların değerlendirilmesinde, doğru sınıflandırma yüzdesi, ortalama mutlak hata, ortalama karesel hatanın karekökü, kesinlik, geri çağırma ve F-ölçütü kullanılmıştır.",VERİ SETİ VE BULGULAR (DATA SET AND FINDINGS),basis
Ortalama mutlak hata ölçütü aşağıda belirtilen formüle göre hesaplanmaktadır <CITE> :,VERİ SETİ VE BULGULAR (DATA SET AND FINDINGS),basis
Ortalama karesel hatanın karekökü aşağıda belirtilen formüle göre hesaplanmaktadır <CITE> :,VERİ SETİ VE BULGULAR (DATA SET AND FINDINGS),basis
"Kesinlik oranı, doğru pozitifin, doğru pozitif ve yanlış pozitif toplamına oranı ile geri çağırma ise, doğru pozitifin, doğru pozitif ve yanlış negatif toplamına oranı ile hesaplanmaktadır <CITE> .",VERİ SETİ VE BULGULAR (DATA SET AND FINDINGS),background
"F-ölçütü değeri, aşağıda belirtilen formüle göre belirlenmektedir <CITE> :",VERİ SETİ VE BULGULAR (DATA SET AND FINDINGS),background
Meme dokusundaki süt kanalları veya bezlerinde gelişen <CITE> ve kadın nüfusunu etkileyen yaygın kanser tiplerinden bir tanesi olarak bilinen ve dünya genelinde her yıl 1.38 milyon yeni vakanın tahmin edildiği bir hastalıktır  .,GİRİŞ,background
Meme dokusundaki süt kanalları veya bezlerinde gelişen   ve kadın nüfusunu etkileyen yaygın kanser tiplerinden bir tanesi olarak bilinen ve dünya genelinde her yıl 1.38 milyon yeni vakanın tahmin edildiği bir hastalıktır <CITE> .,GİRİŞ,background
"Ancak, düzensiz bir sınıra sahip kütle kanserli olabilir <CITE> .",GİRİŞ,background
"Özyinelemeli Özellik Elemesi (ÖÖE, Recursive Feature Elimination <CITE> ) ile özniteliklerin öneminin araştırıldığı ve sonrasında sırasıyla  'da tanıtımları yapılan Lojistik Regresyon (LR) ve Rastgele Orman (RO) sınıflandırıcı algoritmaları ile eğitim ve test aşamaları yürütülerek sınıflandırma sürecinin tamamlandığı bu çalışmada meme kanseri hastalığı için önemli olan özniteliklerin araştırması yapılmıştır.",GİRİŞ,background
"Özyinelemeli Özellik Elemesi (ÖÖE, Recursive Feature Elimination  ) ile özniteliklerin öneminin araştırıldığı ve sonrasında sırasıyla <CITE> 'da tanıtımları yapılan Lojistik Regresyon (LR) ve Rastgele Orman (RO) sınıflandırıcı algoritmaları ile eğitim ve test aşamaları yürütülerek sınıflandırma sürecinin tamamlandığı bu çalışmada meme kanseri hastalığı için önemli olan özniteliklerin araştırması yapılmıştır.",GİRİŞ,background
"Özyinelemeli Özellik Elemesi (ÖÖE, Recursive Feature Elimination  ) ile özniteliklerin öneminin araştırıldığı ve sonrasında sırasıyla <CITE> 'da tanıtımları yapılan Lojistik Regresyon (LR) ve Rastgele Orman (RO) sınıflandırıcı algoritmaları ile eğitim ve test aşamaları yürütülerek sınıflandırma sürecinin tamamlandığı bu çalışmada meme kanseri hastalığı için önemli olan özniteliklerin araştırması yapılmıştır.",GİRİŞ,background
Meme kanseri her yıl milyonlarca hastada sıklıkla görülen bir hastalıktır <CITE> .,ÖNCEKİ ÇALIŞMALAR,background
"Powell ve ark <CITE> , Kaliforniya eyaleti Marin ilçesindeki yüksek oranda meme kanseri, nulliparite ve gecikmiş doğum bilgisi içeren kadın topluluğu verilerini kullanarak Breast Cancer Risk Assessment Tool  , BRCAPRO   ve International Breast Intervention Study   meme kanseri risk değerlendirme modellerini karşılaştırmışlardır.",ÖNCEKİ ÇALIŞMALAR,discuss
"Powell ve ark  , Kaliforniya eyaleti Marin ilçesindeki yüksek oranda meme kanseri, nulliparite ve gecikmiş doğum bilgisi içeren kadın topluluğu verilerini kullanarak Breast Cancer Risk Assessment Tool <CITE> , BRCAPRO   ve International Breast Intervention Study   meme kanseri risk değerlendirme modellerini karşılaştırmışlardır.",ÖNCEKİ ÇALIŞMALAR,discuss
"Powell ve ark  , Kaliforniya eyaleti Marin ilçesindeki yüksek oranda meme kanseri, nulliparite ve gecikmiş doğum bilgisi içeren kadın topluluğu verilerini kullanarak Breast Cancer Risk Assessment Tool  , BRCAPRO <CITE> ve International Breast Intervention Study   meme kanseri risk değerlendirme modellerini karşılaştırmışlardır.",ÖNCEKİ ÇALIŞMALAR,discuss
"Powell ve ark  , Kaliforniya eyaleti Marin ilçesindeki yüksek oranda meme kanseri, nulliparite ve gecikmiş doğum bilgisi içeren kadın topluluğu verilerini kullanarak Breast Cancer Risk Assessment Tool  , BRCAPRO   ve International Breast Intervention Study <CITE> meme kanseri risk değerlendirme modellerini karşılaştırmışlardır.",ÖNCEKİ ÇALIŞMALAR,discuss
"Al-Diab ve ark, sundukları çalışmada, Sudi Arabistandaki meme kanserinin tüm kanserli kadın hastaların içinde %19.8 bir orana sahip olduğunu ortaya koymuşlardır <CITE> .",ÖNCEKİ ÇALIŞMALAR,background
Hibrid bir çalışmayı içeren çalışmalarında %97 başarının elde edildiği optimize edilmiş yüksek performanslı bir tanı sistemi gerçekleştirmişlerdir <CITE> .,ÖNCEKİ ÇALIŞMALAR,background
"Porto-Mascarenhas ve ark, tükürük biomarkerlarının meme kanserini karakterize etmekte yardımcı olabilecekleri düşüncesi doğrultusunda bu biomarkerların yeteneklerini değerlendirmek için gerçekleştirdikleri çalışmada, tükrük biomarkerlarının meme kanserinin erken evreden ziyade ileri aşamalarını tanımladıklarını görmüşlerdir <CITE> .",ÖNCEKİ ÇALIŞMALAR,background
"Çalışmalarınd a, yalnızca başlangıçta kaygısı olmayan kadınlar üzerinde kimyasal tedavi ve bilişsel bozukluk arasındaki ilişikinin istatistiksel olarak önemli olduğunu ortaya koymuşlardır <CITE> .",ÖNCEKİ ÇALIŞMALAR,background
"Peters ve ark, çalışmalarında özellikle erken evre yumurtalık kanseri teşhisi konan BRCA1/2 taşıyıcıları için düzenli meme kanseri verilerinin toplanmasını ve ilaç ve/veya profilaktik mastektomi yani iki memenin de ameliyatla alınması yöntemleri ile risk azaltmayı önermişlerdir <CITE> .",ÖNCEKİ ÇALIŞMALAR,background
"Pudkasam ve ark, egzersiz programlarının meme kanserini iyileştiren yağ(adipozite) ve immünolojik belirteçler üzerindeki bilinen etkilerini araştırmışlardır <CITE> .",ÖNCEKİ ÇALIŞMALAR,background
Meme kanseri de dâhil olmak üzere katı tümörlerle ilişkili anjiyojenezde bu hücrelerden artmış sayıda vardır <CITE> .,ÖNCEKİ ÇALIŞMALAR,background
"Almutlaq ve ark, yaş, ilk doğum yaşı, erken menarş, cinsiyet, beslenme faktörleri, tütün içilmesi, alkol tüketimi, düşük doz radyasyon, obezite, fiziksel aktivite, emzirme, hormonal, hormon replasman tedavisi, steroid hormon reseptörleri, mamografik yoğunluk, iyi huylu meme hastalığı ve genetik faktörlerini inceleyerek Suudi Arabistan'daki meme kanserine neden olan faktörleri araştırmışlardır <CITE> .",ÖNCEKİ ÇALIŞMALAR,background
"Lukong, tüm dünyada ciddi bir sağlık sorunu olan bu hastalığın erken tanısı, tedavisi ve önlenmesi için daha fazla hedefin karakterize edildiği ve son derece yenilikçi yaklaşımların geliştirildiği daha özel tedavileri içeren çalışma üzerine yoğunlaşmışladır <CITE> .",ÖNCEKİ ÇALIŞMALAR,background
"Coleman, yetkin klinik ve kendi kendine meme muayenesinin dikkatli bir kullanımı ile küçük tümörlerin tespitini ve morbiditenin azalmasını sağlayacağı yönünde bir çalışma sunmuştur <CITE> .",ÖNCEKİ ÇALIŞMALAR,background
"Sayısal damgalama yöntemlerin telif haklarının korunması, kopyalama koruması, yayın izleme, veri doğrulama, veri gizleme, indeksleme, tıbbi güvenlik ve gizli iletişim gibi çok değişik uygulamaları vardır <CITE>.",Giriş,background
"Sayısal damgalama yöntemlerin telif haklarının korunması, kopyalama koruması, yayın izleme, veri doğrulama, veri gizleme, indeksleme, tıbbi güvenlik ve gizli iletişim gibi çok değişik uygulamaları vardır<CITE> .",Giriş,background
Bu işlemin nasıl yapılabileceği <CITE>’de oldukça kapsamlı bir şekilde ele alınmıştır.,Sayısal Bir Damganın Sayısal Bir Görüntüye Eklenmesi ve Tespit Edilmesi,background
JPEG sıkıştırması için <CITE> 'de verilen kodlar kullanılmıştır.,Piksel Uzayındaki Yöntemlerin JPEG Performansı,basis
"Fourier dönüşümü (DFT), ayrık kosinüs dönüşümü (DCT) ve ayrık dalgacık dönüşümü (DWT)'dir <CITE> DWT JPEG 2000 standardında kullanıldığından burada sadece DFT ve DCT ele alınmıştır.",Frekans Uzayındaki Yöntemlerin JPEG Performansı,background
"İnsan gözünün bir görüntüdeki faz değişimlerine, genlik değişimlerine göre çok daha fazla duyarlı olduğu (insan kulağı için bunun tersi doğrudur, yani kulak genlikteki değişimlere fazdaki değişimlere göre daha duyarlıdır) literatürdeki araştırmalardan çok iyi bilinmektedir <CITE> .",Frekans Uzayındaki Yöntemlerin JPEG Performansı,background
"1972'deki OECD konferansının disiplinlerarasılık için beş itici güç belirlemesinden bu yana <CITE> , yükseköğretimdeki kurumsal yapıların disiplinlerarası araştırma ve eğitimin gelişmesinde çok önemli olduğu kabul edilmiştir.",GİRİŞ (INTRODUCTION),background
"Disiplinlerarası çalışmalar, belirli disiplinler bağlamında eğitilmiş araştırmacılar için yalnızca bilişsel veya epistemolojik bir zorluk değil, aynı zamanda disiplinler arası faaliyetlerin geliştirildiği kurumlar için örgütsel bir zorluktur <CITE> .",GİRİŞ (INTRODUCTION),background
"Üniversiteler, bu tür gelişmeler için özellikle ilginç bir ortamı temsil etmektedir; çünkü bu kurumlar aynı anda hem geleneğin koruyucuları hem de deney alanlarıdır <CITE> .",GİRİŞ (INTRODUCTION),background
"Üniversite, disipliner bilginin üretildiği ve yeniden üretildiği geleneksel yer olduğundan, disiplinlerarasılık tartışılırken bu gerilim belirginleşir <CITE> .",GİRİŞ (INTRODUCTION),background
