citation_context,section,citation_intent
MÜS tasarımı için genellikle sezgisel yöntemler geliştirilmiştir (Venkataramanaiah ve [REF][REF][REF][REF]. Bunun yanında doğrusal olmayan programlama <CITE> ve doğrusal programlama [REF] kullanarak MÜS tasarımı gerçekleştirilmeye çalışılmıştır. Ancak bu konudaki geçmiş çalışmaların tümü söz konusu tasarım probleminin belli bir kesitini çözmeye yöneliktir.,giriş,background
"Aksiyomlarla tasarımın en temel amacı tasarıma bilimsel bir altyapı oluşturup, tasarımcıyı mantıklı ve akıllı düşünce süreçleri ve araçları ile destekleyerek tasarım faaliyetlerini geliştirmektir. Ayrıca bu yöntem, tekrarlayan denemeyanılma faaliyetlerini en aza indirmek, önerilen tasarımlar arasından en iyisini seçmek ve tasarım dünyası için bilimsel bir alt yapı oluşturarak bilgisayardan mümkün olduğu kadar fazla yararlanmayı da amaçlamaktadır <CITE>. Bu yöntemde kullanılan bazı terimlerin de tanımlanması gereklidir.",aksiyomlarla tasarım yöntemi,basis
"Bir düşünsel örnek üzerinde çalışmanın amacı, gerçekte oluşabilecek pek çok durumu sergileyebilmektir. MÜS'nin hücrelerini tasarlamak amacıyla düzenli ve yüksek talepli parçalar için oluşturulan makine-parça matrisine bir kümelendirme yöntemi uygulamak gerekmektedir. Bu amaçla Ortalama Bağlantı Yöntemi <CITE> kullanılmıştır. SPSS yazılımı kullanılarak başlangıçtaki makine-parça matrisi kümelendirilmiştir.",düşünsel örnek üzerinde uygulama,background
Coğrafi bilgi sistemlerinin kullanım alanı genişledikçe bilgisayarlarda dosya-bazlı olarak saklanan mekânsal verilerin gerek güncelleme ve gerekse veri yönetimi açısından beklentilere cevap verememesi kullanıcıları farklı çözüm arayışlara yöneltmiştir. Uzunca bir süredir çoğu bilgi sistemlerinde başarı ile kullanılan ve artık veri depolama ve yönetimi açısından en uygun ortam olarak kabul edilen veri tabanı yönetim sistemlerinde mekânsal verilerin de depolanabilmesi coğrafi bilgi sistemlerinin gelişiminde büyük rol oynamıştır <CITE>.,giriş,background
"Bu yazılımlar, farklı sorgulamalara imkân vermesi ve kullanım kolaylığı sağlaması nedeni ile coğrafi bilgi sistemlerinde geniş bir uygulama alanı bulmaya başlamıştır. Artık bugün çoğu coğrafi bilgi sistemi projelerinde kullanıcılar veri tabanının sağlamış olduğu; Bu beklentilerin en önemli iki maddesinden biri olan ve çok kullanıcılı ortam olarak adlandırılan bu madde mekânsal veriye birden fazla kullanıcının ulaşarak güncelleme yapmasına imkân sağlanmasıdır <CITE>. Bir diğeri ise güncellenen verilerin özgeçmişlerinin sistem içerisinde depolanarak daha sonraki bir zaman dilimi içerisinde bu verilere ulaşılarak analizler yapılmasıdır.",giriş,background
"Veri tabanlarında versiyon, objelerin farklı durumlarının depolanması işlemidir <CITE>. Nesneye yönelimli veri tabanlarında ""Obje Versiyonu"" ve ""Veri tabanı Versiyonu"" olmak üzere iki farklı versiyon yaklaşımı bulunmaktadır.",versiyon,background
"Nesneye yönelimli veri tabanlarında ""Obje Versiyonu"" ve ""Veri tabanı Versiyonu"" olmak üzere iki farklı versiyon yaklaşımı bulunmaktadır. Obje versiyon modelinde versiyonlar objeler için tanımlanmaktadır ve obje versiyonları zamanın bir fonksiyonu olarak sıralandırılmaktadır <CITE>.",versiyon,background
Veri tabanı versiyon yaklaşımında objeler veri tabanında izole edilmez. Bu değişikliklerin tamamının izlenmesi ile veri tabanındaki bütünlük sağlanmaktadır <CITE>.,versiyon,background
"Veri modellerinin gelişmesi ile birlikte artık coğrafi bilgi sistemlerinde mekânsal veriler, geometri, öznitelik ve zaman bileşenleri ile ifade de edilmektedir <CITE>",verilerin özgeçmişlerinin izlenmesi,background
Özgeçmiş bilgilerini tutan ilişkisel veri tabanlarında verilerin depolama yöntemleri ve verilerin güncellendiği coğrafi bilgi sistemi programları nasıl olursa olsun verilerin özgeçmişlerine ilişkin yapılacak sorgulamalar genellikle aşağıda belirtildiği gibi 3 farklı duruma yönelik olmaktadır <CITE> .,özgeçmiş sorgulama yöntemleri,background
"Veri madenciliği teknolojisi ile sağlanabilecek fırsatlar arasında, eğilim ve davranışların otomatik olarak tahmin edilmesi bulunmaktadır. Eğilim ve davranışların otomatik olarak tahmin edilmesi ile gerçekleştirilen uygulamalar arasında daha önceki kampanyalardan hareketle yatırım getirisini maksimize edecek hedef kitlenin belirlenmesi ve şirket iflaslarının tahmin edilmesi yer almaktadır <CITE>. Bunun yanı sıra, satışlardan birbirleriyle ilgisiz görünen ancak birlikte satışı gerçekleştirilen kayıtlara ilişkin örüntülerin belirlenmesi ve kredi kartı hileciliğinin saptanması gibi uygulamalar da sıklıkla gerçekleştirilmektedir.",giriş,background
"Veri madenciliği teknikleri temel olarak, veri madenciliğinin amacına dayalı olarak tahmin edici ve tanımlayıcı yöntemler olmak üzere iki sınıf altında incelenebilir <CITE>. Tahmin edici yöntemler, mevcut değişkenleri kullanarak, gelecekteki bilinmeyen değerleri sınıflandırma ya da regresyon gibi yaklaşımlar aracılığıyla belirlemektedir.",giriş,background
"Tanımlayıcı yöntemler ise veri setindeki desenleri ortaya çıkararak, verinin kullanıcı tarafından kolayca yorumlanabilmesini olanaklı kılmaktadır. Tanımlayıcı yöntemler içerisinde kümeleme analizi, birliktelik kuralları madenciliği, ardışıl örüntü madenciliği gibi yöntemler yer almaktadır <CITE>.",giriş,background
"Bu çalışmanın temel amacı, başlıca karar ağacı algoritmalarının şirket iflaslarının tahmin edilmesinde performanslarının belirlenmesidir. Bu doğrultuda, karşılaştırmalı analizler başlıca karar ağacı algoritmalarından C4.5 <CITE> , Decision Stump  , Hoeffding Tree  , LMT (Logistic Model Trees)  , Random Forest  , Random Tree   ve RepTree   yöntemleri kullanılarak gerçekleştirilmiştir. Çalışmanın ikinci bölümünde, şirket iflaslarının tahmin edilmesi için gerçekleştirilen başlıca akademik çalışmalar yer almaktadır.",giriş,background
"Bu çalışmanın temel amacı, başlıca karar ağacı algoritmalarının şirket iflaslarının tahmin edilmesinde performanslarının belirlenmesidir. Bu doğrultuda, karşılaştırmalı analizler başlıca karar ağacı algoritmalarından C4.5  , Decision Stump <CITE> , Hoeffding Tree  , LMT (Logistic Model Trees)  , Random Forest  , Random Tree   ve RepTree   yöntemleri kullanılarak gerçekleştirilmiştir. Çalışmanın ikinci bölümünde, şirket iflaslarının tahmin edilmesi için gerçekleştirilen başlıca akademik çalışmalar yer almaktadır.",giriş,background
"Bu çalışmanın temel amacı, başlıca karar ağacı algoritmalarının şirket iflaslarının tahmin edilmesinde performanslarının belirlenmesidir. Bu doğrultuda, karşılaştırmalı analizler başlıca karar ağacı algoritmalarından C4.5  , Decision Stump  , Hoeffding Tree <CITE> , LMT (Logistic Model Trees)  , Random Forest  , Random Tree   ve RepTree   yöntemleri kullanılarak gerçekleştirilmiştir. Çalışmanın ikinci bölümünde, şirket iflaslarının tahmin edilmesi için gerçekleştirilen başlıca akademik çalışmalar yer almaktadır.",giriş,background
"Bu çalışmanın temel amacı, başlıca karar ağacı algoritmalarının şirket iflaslarının tahmin edilmesinde performanslarının belirlenmesidir. Bu doğrultuda, karşılaştırmalı analizler başlıca karar ağacı algoritmalarından C4.5  , Decision Stump  , Hoeffding Tree  , LMT (Logistic Model Trees) <CITE> , Random Forest  , Random Tree   ve RepTree   yöntemleri kullanılarak gerçekleştirilmiştir. Çalışmanın ikinci bölümünde, şirket iflaslarının tahmin edilmesi için gerçekleştirilen başlıca akademik çalışmalar yer almaktadır.",giriş,background
"Bu çalışmanın temel amacı, başlıca karar ağacı algoritmalarının şirket iflaslarının tahmin edilmesinde performanslarının belirlenmesidir. Bu doğrultuda, karşılaştırmalı analizler başlıca karar ağacı algoritmalarından C4.5  , Decision Stump  , Hoeffding Tree  , LMT (Logistic Model Trees)  , Random Forest <CITE> , Random Tree   ve RepTree   yöntemleri kullanılarak gerçekleştirilmiştir. Çalışmanın ikinci bölümünde, şirket iflaslarının tahmin edilmesi için gerçekleştirilen başlıca akademik çalışmalar yer almaktadır.",giriş,background
"Bu çalışmanın temel amacı, başlıca karar ağacı algoritmalarının şirket iflaslarının tahmin edilmesinde performanslarının belirlenmesidir. Bu doğrultuda, karşılaştırmalı analizler başlıca karar ağacı algoritmalarından C4.5  , Decision Stump  , Hoeffding Tree  , LMT (Logistic Model Trees)  , Random Forest  , Random Tree <CITE> ve RepTree   yöntemleri kullanılarak gerçekleştirilmiştir. Çalışmanın ikinci bölümünde, şirket iflaslarının tahmin edilmesi için gerçekleştirilen başlıca akademik çalışmalar yer almaktadır.",giriş,background
"Bu çalışmanın temel amacı, başlıca karar ağacı algoritmalarının şirket iflaslarının tahmin edilmesinde performanslarının belirlenmesidir. Bu doğrultuda, karşılaştırmalı analizler başlıca karar ağacı algoritmalarından C4.5  , Decision Stump  , Hoeffding Tree  , LMT (Logistic Model Trees)  , Random Forest  , Random Tree   ve RepTree <CITE> yöntemleri kullanılarak gerçekleştirilmiştir. Çalışmanın ikinci bölümünde, şirket iflaslarının tahmin edilmesi için gerçekleştirilen başlıca akademik çalışmalar yer almaktadır.",giriş,background
"Şirket iflaslarının tahmin edilmesi, doğru stratejik kararlar alınabilmesini olanaklı kılması bakımından işletme, finans ve ekonomi alanlarında önemli bir konuma sahiptir. Şirket iflaslarının yüksek doğruluk başarısı ile sınıflandırılması, hissedarlar, kredi veren kurum ve kuruluşlar, politika yapıcılar, yöneticiler gibi önemli ekonomik paydaşlar için çok kritik bir önem taşımaktadır <CITE>.",literatür,background
"Lam <CITE>, geri yayılım algoritması kullanarak yapay sinir ağı ile finansal performansın tahmin edilmesi üzerinde çalışmıştır. Deneysel sonuçlar, yapay sinir ağlarının finansal performans tahmin etmede yüksek başarım oranı elde ettiğini göstermektedir.",literatür,background
"Aoki ve Hosonuma <CITE> çalışmalarında, CHAID karar ağacı algoritmasını kullanarak, 73'ü iflas etmiş ve 73'ü iflas etmemiş olan 146 Japon şirkete ilişkin bir sınıflandırma modeli oluşturmuştur. CHAID karar ağacı algoritması kullanıldığında, %91,2 doğru sınıflandırma oranı elde edildiği ve Japon şirketlerinin iflasına ilişkin veri seti için en önemli özniteliğin faiz karşılama gücü olduğu görülmüştür.",literatür,background
"Santos vd. <CITE> tarafından yapılan diğer bir çalışmada, şirket iflaslarının tahmin edilmesi problemi için yapay sinir ağları ve karar ağaçları gibi on altı farklı veri madenciliği modelini değerlendiren bir çatı sunulmuş, modelde sunulan algoritmalar, eğitimde kullanılan stratejiler, öznitelik seçimleri gibi ölçütler bakımından farklılaştırılmış ve Portekiz'deki çeşitli şirketlerden toplanan gerçek veri seti aracılığıyla değerlendirilmiştir. Deneysel çalışmalar ile yöntemlerden %86-%99 aralığında doğru sınıflandırma oranlarının elde edilmesi, veri madenciliği yöntemlerinin, finansal başarım tahmin edilmesinde uygun bir araç olarak kullanılabileceğini vurgulamaktadır.",literatür,background
"Neves ve Vieria <CITE>, şirket iflaslarının tahmin edilmesinde, gizli katman öğrenme vektör nicelendirmesi algoritmasını kullanmıştır. Çok katmanlı algılayıcının çıktıları düzeltilmiş ve yöntem, şirket iflaslarının tahmin edilmesi için uygulanmıştır.",literatür,background
"Alfaro vd. <CITE> çalışmalarında, kurumsal başarısızlık tahmini için yapay sinir ağları ve AdaBoost öğrenme algoritmasını uygulamış ve her iki yöntemin tahmin etmede elde ettikleri doğruluk oranları Avrupa'daki çeşitli şirketlere ilişkin veriler üzerinde karşılaştırılmıştır. Çalışma kapsamında elde edilen modelin, genelleştirme hatasını önemli ölçüde azalttığı gözlenmiştir.",literatür,background
"Nachev <CITE> Mohan   tarafından gerçekleştirilen çalışmada, karar ağacı algoritması için geleneksel öğrenme ve evrimsel algoritmaya dayalı iki farklı yöntemin etkinliklerini araştırmıştır. Geleneksel öğrenme yönteminde, bilgi kazancı ve kazanç oranı ölçütleri, evrimsel algoritmaya (genetik algoritma) dayalı yöntemde ise uygunluğa dayalı ve sıraya dayalı seçim stratejileri uygulanmıştır.",literatür,background
"Nachev    Mohan <CITE> tarafından gerçekleştirilen çalışmada, karar ağacı algoritması için geleneksel öğrenme ve evrimsel algoritmaya dayalı iki farklı yöntemin etkinliklerini araştırmıştır. Geleneksel öğrenme yönteminde, bilgi kazancı ve kazanç oranı ölçütleri, evrimsel algoritmaya (genetik algoritma) dayalı yöntemde ise uygunluğa dayalı ve sıraya dayalı seçim stratejileri uygulanmıştır.",literatür,background
"Çıktıları bir başka düğüm tarafından girdi olarak alınan düğümler iç ya da test düğümü, çıktıları bir başka düğüme girdi olmayan düğümler ise yaprak düğümler olarak adlandırılmaktadır. Karar ağacında her bir iç düğüm, örnek uzayını girdi öznitelik değerlerinin belirli bir fonksiyona tabi tutulmasına dayalı olarak iki ya da daha fazla parçaya ayırmaktadır <CITE>. Karar ağacının iç düğümleri öznitelikler üzerinde gerçekleştirilen testleri, dallar test sonuçlarını ve her bir yaprak düğüm sınıf etiketini temsil etmektedir.",karar ağaci yöntemi,background
"Karar ağaçlarının sınıflandırmada kullanılmasında, karar ağaçlarının basit yapısı sayesinde, oluşturulan sınıflandırma modelinin kolay anlaşılabilir olması, karar ağaçlarının parametrik olmaması sayesinde, bilgi keşfi için uygun bir yapı sunması, diğer sınıflandırma yöntemlerine kıyasla kısmen daha hızlı bir biçimde oluşturulması gibi özellikler rol oynamaktadır <CITE>. Bunun yanı sıra, karar ağaçlarından kuralların elde edilmesi de oldukça kolay bir biçimde gerçekleştirilebilmektedir.",karar ağaci yöntemi,background
"Karar ağaçları hem kategorik hem de nümerik verilerin sınıflandırılmasında kullanılabilmektedir. Karar ağaçları, değinilen üstün özelliklerine karşın, birden fazla öznitelik içeren çıktıları olanaklı kılmamaları, kısmen değişken sonuçlar üretmeleri, test verisindeki küçük değişikliklere karşı bile duyarlı olmaları, nümerik veri setleri için karmaşık bir ağaç yapısı oluşturmaları gibi problemler ile karşı karşıya kalmaktadır <CITE>. Sınıflandırma ve tahmin etmede karar ağaçlarının kullanılması, eğitim verisinden karar ağacı modelinin oluşturulması, bu modelin, test verisi kullanılarak uygun sınama ölçütleri aracılığıyla değerlendirilmesi ve ilgili modelin gelecekteki değerleri tahmin edilmesinde kullanılması şeklinde işlemektedir [REF][REF].",karar ağaci yöntemi,background
"Karar ağaçları, değinilen üstün özelliklerine karşın, birden fazla öznitelik içeren çıktıları olanaklı kılmamaları, kısmen değişken sonuçlar üretmeleri, test verisindeki küçük değişikliklere karşı bile duyarlı olmaları, nümerik veri setleri için karmaşık bir ağaç yapısı oluşturmaları gibi problemler ile karşı karşıya kalmaktadır [REF]. Sınıflandırma ve tahmin etmede karar ağaçlarının kullanılması, eğitim verisinden karar ağacı modelinin oluşturulması, bu modelin, test verisi kullanılarak uygun sınama ölçütleri aracılığıyla değerlendirilmesi ve ilgili modelin gelecekteki değerleri tahmin edilmesinde kullanılması şeklinde işlemektedir <CITE>[REF].",karar ağaci yöntemi,background
"Karar ağaçları, değinilen üstün özelliklerine karşın, birden fazla öznitelik içeren çıktıları olanaklı kılmamaları, kısmen değişken sonuçlar üretmeleri, test verisindeki küçük değişikliklere karşı bile duyarlı olmaları, nümerik veri setleri için karmaşık bir ağaç yapısı oluşturmaları gibi problemler ile karşı karşıya kalmaktadır [REF]. Sınıflandırma ve tahmin etmede karar ağaçlarının kullanılması, eğitim verisinden karar ağacı modelinin oluşturulması, bu modelin, test verisi kullanılarak uygun sınama ölçütleri aracılığıyla değerlendirilmesi ve ilgili modelin gelecekteki değerleri tahmin edilmesinde kullanılması şeklinde işlemektedir <CITE> .",karar ağaci yöntemi,background
"Veri setlerinden otomatik olarak karar ağacı yapısını oluşturmak amacıyla geliştirilmiş birçok karar ağacı algoritması bulunmaktadır. Karar ağacı algoritmaları genellikle genelleştirme hatasını en aza indirgeyen en uygun karar ağacı yapısını oluşturmayı hedeflemek ile birlikte, düğüm sayısı, ortalama derinlik ya da başka amaç fonksiyonlarını en aza indirgemeyi hedeflemek de mümkündür <CITE>. Karar ağacı algoritmalarının küçük boyutlu ve az derinlikli ağaçlar oluşturması amaçlanmaktadır.",karar ağaci yöntemi,basis
"Karar ağacı oluşturmada kullanılan yaklaşımlardan biri düğüm ayırmada ölçütlerin kullanılmasıdır. Bilgi kazancı, ki-kare istatistiği, GINI indeksi gibi ölçütler, başlıca kullanılan düğüm ayırma ölçütleri arasındadır <CITE>.",karar ağaci yöntemi,basis
"Budama yöntemleri, düğümlerin yukarıdan aşağıya ya da aşağıdan yukarıya doğru taranması ile gerçekleştirilmektedir. Budama ile bir ölçütü iyileştiren düğümler budanmaktadır <CITE>. Maliyetkarmaşıklık budama yöntemi, iki aşamalı olarak gerçekleştirilmektedir.",karar ağaci yöntemi,basis
"Bu yöntem, karar ağacının iç düğümlerinde aşağıdan yukarıya doğru gezinerek, her bir iç düğümün, en sık görülen sınıf ile yer değiştirilmesinin ağacın doğruluğunu azaltıp azaltmadığını kontrol etmekte ve bu kontrole dayalı olarak düğümleri budamaktadır. Bunun yanı sıra, en düşük hata budaması, karamsar budama, hata tabanlı budama, en uygun budama ve minimum tanım uzunluğu budama gibi çeşitli budama yaklaşımları bulunmaktadır <CITE>. Budama yöntemleri değerlendirildiğinde, maliyetkarmaşıklık budama yöntemi, azaltılmış hata budaması yöntemi gibi yaklaşımların gereğinden fazla budama yaparak, küçük ancak düşük doğruluk oranına sahip karar ağaçları oluşturduğu, en düşük hata budaması, karamsar budama ve hata tabanlı budama gibi yaklaşımların gereğinden az budama yaptıkları gözlenmektedir [REF].",karar ağaci yöntemi,background
