id,citation_context,section,citation_intent
29865,Üstteki ölçütlerde kullanılan eşik değerleri bir kaç videoyu izleyerek ve literatürdeki benzer çalışmaları dikkate alarak belirlenmiştir <CITE> .,Geliştirilen Sistem,basis
29883,"Yarışma sonucunda Y. Tang <CITE> tarafından sunulan evrişimsel sinir ağı tabanlı yaklaşım doğrulama verisinde %69.7, test verisinde ise %71.1 başarım göstermiştir.",Çalışma FER2013,discuss
29909,"Araştırma sorusunun cevaplanması adına gerçekleştirilen uygulamada, 144 şirkete ait toplam 23.103 adet kamuya açıklama formunun okunabilirlik düzeyleri hakkında karşılaştırmalı bir değerlendirme yapabilmek adına, Loughran ve <CITE> ile Zhou, Jeong ve <CITE> çalışmalarında belirtilen metodoloji referans alınmıştır.",GİRİŞ,basis
29952,"Form içerisindeki karakterlerin sayımında, <CITE> çalışmasında belirtildiği şekilde, beş veya daha fazla kelimenin oluşturduğu cümleler dikkate alınmıştır.",VERİ SETİ VE YÖNTEM,basis
29960,"Önerilen model; kontrol adımlarının arttığı, kullanıcı ile iletişimin ve dolayısıyla geri dönüşlerin kolaylaştırıldığı ve raporlama ihtiyaçlarını arttırmak suretiyle disipline vurgu yapılan bir çalışmadır. <CITE>",Art Alan ve İlgili Çalışmalar,discuss
29996,Tarafımızca yapılan yüksek lisans tezi ve bu tez çalışmasından doğan bazı akademik çalışmalarda konsept ilişkilerinin çevrimiçi güncellendiği derin yapay sinir ağlarını kullanan farklı bir DBBH yapısı önerildi <CITE> .,,basis
29999,Burada tez çalışmamız içerisinde ve bu çalışmadan doğan <CITE> referans numaralı bildirimizde çoklu nesne takibi işlemi için önerilen derin yapay sinir ağlarını kullanan DBBH'tan yararlanılmıştır.,,basis
30000,Bununla beraber tez çalışması üzerinde önerilen DBBH bakış açısının doğruluğunu test etmek için kullanılan sanal senaryolara ait sonuçları <CITE> referans numarası ile verdiğimiz çalışmamızda sunulmuştur.,,basis
30094,Kök sözcükler üretilirken aşağıdaki kurallar dikkate alınmıştır <CITE>:,Kullanılan Türkçe Dilbilgisi Kuralları,basis
30181,Bu üyelik değereleri kullanılarak Eşitlik 3 yardımı ile küme merkezleri hesaplanır <CITE> .,Giriş,basis
30354,Yapay arı kolonisi algoritması (YAK) Karaboğa tarafından 2005 yılında geliştirilmiş sürü tabanlı bir arama algoritmasıdır <CITE> .,Materyal ve Metot,basis
30355,Doğada arıların besin arama davranışları insanlara ilham kaynağı olmuş ve bunun neticesinde ise YAK geliştirilmiştir <CITE> .,Materyal ve Metot,basis
30356,YAK'ta arıların bütün davranışları bire bir modellenmemiştir ancak bazı varsayımlarda bulunulmuştur <CITE> .,Materyal ve Metot,basis
30357,Kovana gelen arı nektarı boşalttıktan sonra üç olasılık söz konusu olmaktadır <CITE> .,Materyal ve Metot,basis
30379,SNE algoritması yüksek boyutlu uzayda bulunan verilerin daha düşük bir düzlemde birbirlerine olan konumlarını korumayı amaçlamaktadır <CITE> .,YÖNTEMLER,basis
30457,"Yöntemin temel yapısında, boyut indirgemesi gerçekleştirildiği için, veri seti küçülmekte ve yöntem gerek eğitim aşamasında gerek tanıma işleminde hızlı çalışmaktadır <CITE> Çalışmada kullanılan Fisheryüz algoritması özyüz algoritmasının geliştirilmesiyle ortaya çıkmıştır.",Materyal ve Metot,basis
30458,"Özellikle, gerçek zamanlı uygulamalarda, Fisheryüz algoritması, görüntü ön işleme adımlarının fazla olmasından dolayı yavaş sonuçlar veren bir yöntemdir <CITE>.",Materyal ve Metot,discuss
30461,"Yöntemde temel yaklaşım olarak, yerel komşuluk ilişkilerine bakılmakta ve öznitelikler çıkarılmaktadır <CITE>",Materyal ve Metot,basis
30484,"Algoritmanın elde ettiği sonuçlar, iki farklı metasezgisel olan ABC <CITE> ve DE (Rainer   algoritmaları ile karşılaştırılmıştır.",Deneysel Sonuçlar,differ
30486,"100 basamak problemi, CEC 2019 yarışmasında ölçüt seti olarak kullanılmıştır <CITE> .",Deneysel Sonuçlar,basis
30488,"F-Race, kendisine verilen parametreleri yapılandırılması istenen algoritmalar için aday parametre yapılandırmaları üretir ve yine kendisine verilen test setinde bunları yarıştırarak en iyi parametre değerlerini belirlemeye çalışır <CITE> .",Deneysel Sonuçlar,basis
30564,Önerilen algoritma ile görüntüdeki piksel değerleri yerine pikselin bulunduğu yerin değiştirilmesi işlemi yapılmaktadır <CITE> .,Literatür Taraması,discuss
30565,Piksel değerlerinin yerini değiştirmeye yönelik bir diğer çalışmada Knutt/Durstenfeld Shuffle algoritması kullanılarak yapılmıştır <CITE> .,Literatür Taraması,discuss
30566,Görüntü piksellerinin yerlerini değiştirmeye dayanan Knutt/Durstenfeld Shuffle algoritmasının iyileştirilmesi için yeni yöntemler denemiş ve bu yöntemler üzerine çalışmalar da yapılmıştır <CITE> .,Literatür Taraması,discuss
30569,saldırılara karşı yeteri kadar güvenli olmadığı belirlenmiştir ve güvenliğin ön planda olduğu uygulamalarda kullanılmaması önerilmiştir <CITE> .,Literatür Taraması,discuss
30631,fonksiyonları gibi kriptografik olarak zayıf bir PRNG olmadığı yapılan testlerde görülmüştür <CITE> .,Materyal ve Yöntem,basis
30632,Ayrıca sunulan algoritmalar arasında Trivium yapısı <CITE> ile rasgele ikili akış üretme seçeneği eklenmiş durumdadır.,Materyal ve Yöntem,basis
30689,"Ancak bahsi geçen bu çalışmalar sabit ve tekrarlı dokuları tekrarlarken verdikleri sonuçlar, gerçek hayatta karşımıza çıkan ve çoğunlukla lineer ve uzamsal olarak etkileşimli olan ve birçok farklı dokunun birleşiminden oluşan gerçek görüntüleri verememektedirler <CITE> .",Giriş,discuss
30695,Tablo 1'de Şekil 8'deki örnek resimler üzerinde bu çalışmanın <CITE> ve   kaynakları ile çalışma sürelerinin karşılaştırılması verilmiştir.,Giriş,discuss
30728,"Tehlikelerin alt ve üst sınırları belirlenmiş ve her tehlike sınıfı için olay ağaçları hazırlanmıştır. <CITE> çalışmasında, Demir-Çelik sektöründe meydana gelen iş kazaları sonucu oluşan iş gücü kayıplarını en çok etkileyen bağımsız değişkenlerin belirlenerek iş gücü kayıplarının en aza indirilmesini amaçlayarak, Demir-Çelik tesislerinin yoğun olduğu bir ilde meydana gelen 2553 çalışana ait iş kazası verisini, çeşitli istatistiksel yöntemler ile araştırmıştır.",Literatür,discuss
30735,En uygun bölümleri seçebilmek adına entropy/gini'den değil Ki-Kare analizlerinden faydalanılmaktadır <CITE> .,Metodoloji,basis
30736,"Eğer aralık içerisinde sıfır değeri var ise gruplar arası istatistiksel olarak anlamlı bir farkın olmadığı, sıfır değeri yer almıyor ise gruplar arasındaki farklılığın istatistiksel olarak anlamlı olduğu sonucuna ulaşılır <CITE> .",Metodoloji,basis
30815,CONLL <CITE> formatındaki bu gösterimde sırasıyla şu özellikler verilmektedir:,TÜRKÇE VE DUYGU ANALİZİNDE KARŞILAŞILAN ZORLUKLAR,basis
30816,Dizilim etiketleme için CRF <CITE> algoritması kullanılmıştır.,SİSTEM TASARIMI,basis
30819,"Bu çalışmada, CRF Suite <CITE> kütüphanesinin Python gerçeklemesinden faydalanılmıştır.",SİSTEM TASARIMI,basis
30830,"Yarışma kapsamında verilmiş olan en başarılı yöntem olan Ufal <CITE> ekibinin yönteminde, derin tekrarlayan sinir ağları, sınıflandırıcı olarak kullanılmaktadır.",DENEYLER,discuss
30834,"Aynı bölümde başvuru yapan başka bir çalışma olan IIT <CITE> serbest bir sistem ile yarışmaya katılmış ve %82,28 başarı oranı raporlamıştır.",DENEYLER,discuss
30849,Çok değişkenli verilerde her bir değişkendeki parçalanmalar tek değişkenli norma karma dağılımlar ve grafiksel yöntemler ile belirlenir <CITE> .,Materyal ve Metot,basis
30850,"Değişkenlerdeki parçalanmaların sayısı kümelenme merkez sayısını, parçalanmalara düşen gözlem değerleri ve sırasıyla, kümelenme merkezlerinin yerini, şeklini ve büyüklüğünü belirlemektedir <CITE>",Materyal ve Metot,basis
30863,"Ana harmonik ve elimine edilecek harmoniklerin toplamı N olmak üzere eğer N tek sayı ise TLN1 tekniği, eğer N çift sayı ise TLN2 tekniği kullanılır <CITE>.",Seçilen Harmoniklerin Eliminasyonu PWM,basis
30877,"Gelecek neslin bireyleri oluşturulurken üç ana kural olan seçim, çaprazlama ve mutasyon kurallarını kullanılır. <CITE>.",MATLAB Genetik Algoritma Araç Kutusu,basis
30879,En son nesildeki en uygun birey olası iyi çözüm olarak alınır. <CITE> .,MATLAB Genetik Algoritma Araç Kutusu,basis
30949,"İçerik analizi, okuyucuların anlayacağı bir dilde hazırlanan <CITE> , birbirine benzeyen verileri belirli kavramlar ve temalar çerçevesinde bir araya getirmek  , yinelenebilir  , sözel, yazılı ve diğer materyallerin nesnel ve sistematik bir şekilde incelenmesine olanak tanıyan bilimsel bir yaklaşımdır  .",YÖNTEM,basis
30953,"Bu nedenle, bu tip örneklemeye yargısal örnekleme de denilir <CITE> .",YÖNTEM,basis
30971,ARP türlerinden birisi olan kapasite kısıtlı araç rotalama probleminin matematiksel modeli aşağıda verilmiştir <CITE> .,METHODS),basis
30980,"BCO, BCO, Denklem (8)'de verilen amaç fonksiyonun minimize edilmesine dayanır <CITE> .",Bulanık C-Ortalama,basis
30983,Tabu arama algoritmasında var olan stratejiler aşağıda verilmiştir <CITE> :,Adım 4,basis
31034,Zamansal ifadeleri öncelikle yakalamak ve ardından TimeML standartlarına <CITE> uygun olarak değer ve tür ataması yapmak bu analizin iki ana aşamasıdır.,GİRİŞ,basis
31077,"Bu sürümün, diğerlerine göre daha yüksek başarılar gösterdiği belirtilmektedir <CITE> .",Derlem,support
31087,"Çalışmamızda, bir SVM uygulaması olan LibSVM <CITE> kütüphanesi kullanılmıştır.",Sınıflandırma Yöntemleri,basis
31088,"Drucker ve ark. <CITE> iki sınıflı sınıflandırma yapılan durumlarda, yakalama oranı (recall rate) (15) ve tutturma oranlarının (precision rate) (16) kullanılamaz olduklarını söylemiştir.",Sonuçlar,discuss
31089,"Normal bir e-postanın yaramaz olarak sınıflandırılmasının, yaramaz bir epostanın normal olarak sınıflandırılmasından daha yüksek bedelli olduğu durumlarda, <CITE> 'de tanımlanan bedel fonksiyonu TBO (toplam bedel oranı) (17) başarımların karşılaştırılması için uygun bir yöntem olarak görülmektedir.",Sonuçlar,basis
31101,"Bu çalışmada, Stefan Rüping tarafından C++ dilinde yazılmış, açık kaynak kodlu mySVM programı kullanılmıştır <CITE> .",Örüntü Tanıma Yöntemleri,basis
31120,Tiwari <CITE> ise MFCC ile kişi tanımda farklı filtreler uygulayarak en yüksek %85 başarıya ulaşabilmiştir.,Tartışma ve Sonuç,discuss
31123,Sengupta ve diğ. <CITE> tarafından yapılan akciğer seslerinin sınıflandırılması çalışmasında da LBP yönteminin MFCC yöntemine kıyasla daha yüksek başarı gösterdiği bulunmuştur.,Tartışma ve Sonuç,differ
31124,ile Linear Frequency Cepstral Coefficient (LFCC) yöntemi kullanılarak sınıflandırma yapılmış ve LFCC yönteminin MFCC yöntemine kıyasla daha yüksek başarı elde ettiği görülmüştür <CITE> .,Tartışma ve Sonuç,differ
31125,MFCC yöntemi gürültülü verilerde sağlıklı değildir <CITE> .,Tartışma ve Sonuç,discuss
31137,"Çalışmada kullanılan şablon tabanlı yaklaşımlardan elde edilen doğruluk değerleri sırasıyla %47.7, %48.8, %67, %57.4 olarak elde edilmiştir <CITE> .",LİTERATÜR,discuss
31138,"Makigaki ve Ishida'nın gerçekleştirmiş olduğu çalışmada FFAS (Katlama ve İşlev Atama Sistemi -The Fold and Function Assignment System), HHPRED ve SPARKS-X şablon tabanlı yaklaşımlar kullanılarak sırasıyla %47, %47, %52 benzerlik puanı elde edilmiştir <CITE> .",LİTERATÜR,discuss
31140,"SCOP veri tabanının 1.67 versiyonu kullanılmış ve %78 doğruluk değeri elde edilmiştir <CITE> Sudha ve diğerleri EDD, DD, TG, RDD veri setleri üzerinde yapay sinir ağı",LİTERATÜR,discuss
31141,"sinir ağları ile eğitildiğinde elde edilen doğruluk değerleri sırasıyla %83, %76.6, %76, %73.3 olmuştur <CITE> .",LİTERATÜR,discuss
31145,"Protein akrabalıkları ve protein kıvrımlarına ilişkin geniş bir araştırma sonucu oluşturulan SCOPe veri tabanı, özellikle protein dizilerinden tanınmayacak kadar eski olan veriler hakkında güvenilir bilgiler sağlayarak, araştırmalar ve sınıflandırma için bir çerçeve oluşturmaktadır <CITE> .",MATERYAL VE METODLAR,basis
31146,SCOP veri setinin sınıf yapısı <CITE> .,MATERYAL VE METODLAR,basis
31150,yüzeyin içinden molekülün dışına giden bir kanala sahip olanları ortadan kaldırarak yapılmaktadır <CITE> .,MATERYAL VE METODLAR,basis
31151,"Katlama ve işlev için gerekli olan ligandlar, merkezi bir metale bağlanan bir atom veya molekül, erişilebilirlik hesaplamasına dahil edilip gruplara bağlı inhibitörler dahil edilmemiştir <CITE> .",MATERYAL VE METODLAR,basis
31152,"Yan zincir boyutundaki varyasyon ve dolayısıyla yüzey alanındaki varyasyonlar, genişletilmiş bir konformasyon için erişilebilir yüzey alanı teorik olarak hesaplanmıştır ve toplamlar normalleştirilmiştir <CITE> .",MATERYAL VE METODLAR,basis
31153,Daha sonra çözücü molekülle etkileşime giren yan zincirin yüzdelik değerleri elde edilmiştir <CITE> .,MATERYAL VE METODLAR,basis
31154,Lee ve Richards algoritması ile Hubbard ve Blundell yaklaşımı birleştirilerek proteinlere ait DM puanı elde edilmiştir <CITE> .,MATERYAL VE METODLAR,basis
31155,Ölçüm sistemleri analizi kullanılarak SP puanı hesaplanıp literatürde yer alan diğer ölçümlere göre %10 civarında iyileşme elde edildiği görülmüştür <CITE> .,MATERYAL VE METODLAR,support
31157,Yapılan çalışma sayesinde ligandlarda Cl grubunun aromatik halkaya bağlandığı bulunmuştur <CITE> .,MATERYAL VE METODLAR,basis
31158,Bu sayede etkileşimlerin doğası ve Cl etkileşimlerinin geometrisi anlaşılır hale gelmiştir <CITE> .,MATERYAL VE METODLAR,basis
31164,"Ağ, en yüksek olasılığı seçmek ve diğer olasılıkları engeller <CITE> .",MATERYAL VE METODLAR,basis
31169,ağı mimarisinin şematik gösterimi <CITE> (Schematic representation of the artificial neural network architecture of the study),MATERYAL VE METODLAR,basis
31172,"ReLU, derin sinir ağları için standart olarak kullanılır <CITE> .",MATERYAL VE METODLAR,basis
31173,Kaybolan gradyan sorununun ReLU aktivasyon fonksiyonu kullanılarak önlenebileceği görülmüştür <CITE> .,MATERYAL VE METODLAR,basis
31175,"Çalışmamızda, optimum çözüme ulaşmada iyi performans gösteren Adam optimizasyon algoritması, öğrenme algoritması olarak seçilmiştir <CITE> .",MATERYAL VE METODLAR,basis
31177,Aşırı öğrenme ve eksik öğrenme zayıflıklarının önüne geçmek için kkatlamalı çapraz doğrulama yöntemi kullanılmaktadır <CITE> .,MATERYAL VE METODLAR,basis
31178,"Şekil 6'daki akış şeması, k-katlı çapraz doğrulamanın, verileri rastgele K gruplara bölerek başladığını ve ardından her grup için aşağıdaki işlemlerin gerçekleştirildiğini göstermektedir <CITE> .",MATERYAL VE METODLAR,basis
31179,Kalan K-1 parça ise eğitim kümesi olarak kullanılır <CITE> .,MATERYAL VE METODLAR,basis
31180,"Şekil 6. K-Katlamalı çapraz doğrulama süreci gösterimi (Sarı renkli kareler test veri setini, beyaz renkli kareler eğitim veri setini temsil etmektedir.) <CITE> (The main process of K-fold cross-validation)",MATERYAL VE METODLAR,basis
31184,"Metin analizi işlemleri için, Python dilinde Doğal Dil İşleme (DDİ, ing-Natural Language Processing, NLP) kütüphaneleri <CITE> kullanılmıştır.",Yöntem,basis
31187,Eşitlik (3)'te F-Skoru formülü ve çalışmanın F-skoru görünmektedir <CITE> .,Yöntem,basis
31188,"Doğruluk değeri, Eşitlik (4)'te görünen, doğru tahmin edilen kategorilerin toplam veri kümesine oranıdır <CITE> .",Yöntem,basis
31206,TOPSIS'in seçilme nedeni kolay programlanabilir olması ve diğer yöntemlerle de karma olarak kullanılabilmesidir <CITE> .,MATERYAL ve METOT,basis
31290,Sonuç kısmı için bizim bir önceki çalışmamızda da ek maliyet hesaplaması yapmıştık <CITE> .,Sonuç,support
31322,Aktif RFID kullanımında duyargaların 1 Km'ye kadar uzanabilen etki mesafeleri sayesinde BLE cihazlara kıyasla daha seyrek yerleştirilebilmeleri mümkündür <CITE> .,Değerlendirme,discuss
31323,Ancak bu duyargalar yüksek enerji tüketimi ve buna bağlı olarak fazladan bakım gerektirmektedirler <CITE> .,Değerlendirme,discuss
31327,"ARIANNA'daki zemin işaretçisi tesisi yükümlülüğünü gideren ARIANNA+, iOS işletim sistemli cihazlarda ARKit <CITE> AR kütüphanesi fonksiyonları sayesinde GEB'in yönlendirmesini sağlamaktadır.",Değerlendirme,basis
31328,"ARKit ve Android tabanlı ARKit karşıt seçeneği ARCore <CITE> , kullanıcı kamerasıyla algılanan sahnenin yapısını modellemek için ToF ve lidar duyargalarını kullanırlar ve ARIANNA+'da da bu sayede sahnedeki zemin ve zemin üstü nesnelerin ayrılması sağlanmıştır.",Değerlendirme,basis
31329,"Ayrıca buna ek olarak uygulamaya, anlık görüntü üzerinden nesne tespiti yeteneği eklenmiş ve bunun için SSD <CITE> ve Inception   derin öğrenme (DL) modelleri kullanılmıştır.",Değerlendirme,basis
31331,"Uygulamanın ARKit tabanlı çalışıyor olması, Apple firmasının bu kütüphane için destek sağladığı belirli cihazlara bağımlılığı beraberinde getirmektedir <CITE> .",Değerlendirme,discuss
31332,Sunucu tarafındaki nesne türü çıkarımı YOLO <CITE> ve Fast R-CNN   DL modelleri ile sağlanmaktadır.,Değerlendirme,basis
31336,yılında Tango'yu sonlandırıp ARCore projesini başlatmasından dolayı sürdürülebilir değildir <CITE> .,Değerlendirme,discuss
31337,"bağlı kablosuz bir kamerayla alınan anlık görüntü kareleri sunucuya gönderilmekte, sunucuda YOLO ile nesne türü, <CITE> modeli ile de mesafe bilgisi 0,5-20 m aralığında üretilip istemciye gönderilmektedir.",Değerlendirme,basis
31338,"Nesne tespiti için YOLO, mesafe çıkarımı için ise BTS (from Big To Small) DL modelleri kullanılmıştır <CITE> .",Değerlendirme,basis
31341,"Bu açıdan bakıldığında <CITE> ,   ve   çalışmaları belirli işletim sistemlerine yönelik geliştirme araçlarıyla geliştirilmiş oldukları için mevcuttaki halleriyle evrensel çözümler olmayıp, çapraz platform geliştirme araçlarıyla yeniden düzenlenerek tüm",Değerlendirme,discuss
31346,"Bunun yanı sıra, ek donanım yükümlülüğü, daha önce de belirtildiği gibi, özellikle gelişmekte olan ülkelerde donanım fiyatlarından dolayı üretilen çözümün yaygınlaşmasına engel olabilmektedir. <CITE> ,  ,   ve   çalışmalarında olduğu gibi istemci sunucu mimarileri ile, deneysel dahi olsa, bunun önüne geçilebilmektedir.",Değerlendirme,support
31348,",  , <CITE> ve   çalışmalarında olduğu gibi istemci sunucu mimarileri ile, deneysel dahi olsa, bunun önüne geçilebilmektedir.",Değerlendirme,support
31350,"Günümüzde bu sunucu maliyetleri, çevrimiçi gerçek zamanlı oyunlar göz önünde bulundurulduğunda, reklam gelirleriyle ya da donanım temininin yanında çok küçük sayılabilecek ücretlerle karşılanabilmektedir <CITE> .",Değerlendirme,support
31351,"Bunların haricinde, <CITE> ,   ve   çalışmaları için söz edilen ek donanım yükümlülüğü, bu çalışmalar iç mekan yönlendirmesine yönelik çalışmalar olduğu için, GPS sinyallerinin iç mekanlardaki zayıflığından kaynaklı bir yükümlülüktür.",Değerlendirme,discuss
31355,"çalışmasındaki gibi zemin çıkarımına dayanan bir yaklaşımla ya da GPS sinyalinin güçlü olduğu bir dış mekan noktasından çıkış alınarak gerçekleştirilen, jiroskop, ivmeölçer ve manyetometre duyargalarında üretilen açı mesafe bilgisi ile koordinat taşımaya dayanan çözümlerle (PDR-pedestrian dead reckoning) <CITE> bunun üstesinden gelinebilir.",Değerlendirme,discuss
31358,"Sağlanan çıktıların çeşitliliği açısından  ,   ve <CITE> çalışmaları, derinlik çıkarımı, nesne tanıma ve yönlendirme çıktılarının üçünü birden sunmalarıyla ön plana çıkmaktadırlar.",Değerlendirme,discuss
31359,"Derinlik çıkarımı için en yüksek hız, doğruluk, çalışma menzili ölçünlerini <CITE> çalışması sağlamıştır.",Değerlendirme,discuss
31362,Derinlik çıkarımı başarımında bu iki çalışmayı <CITE> takip etmektedir.,Değerlendirme,differ
31363,En yüksek nesne tanıma doğruluğu ölçünü <CITE> çalışması sağlamıştır.,Değerlendirme,support
31364,En yüksek nesne tanıma hızını ise <CITE> çalışması 27 ms gibi bir süreyle sağlamıştır.,Değerlendirme,differ
31365,"Bu 30 fps hızında görüntü alan ortalama bir akıllı telefon üzerinde, gerçek zamanlı kullanım için yeterlidir. <CITE> çalışmasındaki nesne tanıma doğruluğunun kendisine yakın çalışmalara göre düşük olmasının en önemli nedeni, YOLO modelinin 91 nesne sınıfı barındıran COCO (Common Objects In Context)   veri kümesi ile eğitilmiş bir ön eğitimli sürümünü doğrudan uygulamaya uygulanmış olmasıdır.",Değerlendirme,discuss
31366,"çalışmasındaki nesne tanıma doğruluğunun kendisine yakın çalışmalara göre düşük olmasının en önemli nedeni, YOLO modelinin 91 nesne sınıfı barındıran COCO (Common Objects In Context) <CITE> veri kümesi ile eğitilmiş bir ön eğitimli sürümünü doğrudan uygulamaya uygulanmış olmasıdır.",Değerlendirme,basis
