id,citation_context,section,citation_intent
39259,"Bu çalışmada diğer algoritmalara göre belirli avantajlar sağlayan kontrasttan, ışık miktarından ve görüntü açısından en az etkilenen anahtar nokta bulma yöntemi olan SIFT algoritması kullanılmıştır <CITE> .",Görüntü Mozaikleme Algoritması,basis
33805,"Overfitting, ağın etkili bir şekilde öğrenmeyip ezberleme yapmasıdır ve bu durumun önüne geçmek için daha az parametre kullanılmaktadır <CITE> .",Materyal ve Yöntem,basis
35682,"Bu durum, diğer sinir ağlarının aksine parametrelerin karmaşıklığını azaltır <CITE> .",Materyal ve Metot,basis
37249,Önerilen sistemin NSL-KDD veri üzerindeki başarımını tespit etmek için aşağıda açıklanan değerlendirme kriterleri <CITE>kullanılmıştır.,ANAORMAL TRAFİK TESPİTİ TESTLERİ,basis
36909,Çetiner <CITE> yazılım hata tahmin sistemleri hakkında on farklı makine öğrenmesi algoritmasını kullanarak bu algoritmaların karşılaştırmalı analizini yapmıştır.,Yayın İncelemesi,discuss
46712,Sorguların oluşturulmasında SPARQL sorgu dili <CITE> kullanılmıştır.,MATERYAL VE YÖNTEM,basis
48327,"Derin öğrenme modellerinin eğitimi oldukça zaman alan bir süreç olduğu için, görüntü analizlerinde ve modellemede harcanan zamanı azaltak için resimler gri seviye resimlere dönüştürme tercih edilmektedir <CITE> .",Materyal ve Metot,basis
47766,Lizard protokolü LWE ve LWR problemlerinin çözümlerinin zor olduğu varsayımı ile kuantum sonrası için 128-bit ve IND-CPA güvenliği sağlamaktadır <CITE> .,Materyal ve Metot,basis
38992,TSA algoritması sıralı verileri işlemek için kullanılan ve dahili bir hafızaya sahip olan güçlü bir derin sinir ağı modelidir <CITE> .,Materyal ve Yöntemler,basis
29842,"(  ) <CITE> da k-means'i CUDA ile paralelleştirmiştir; bu amaçla demet etiketi güncelleme, merkez güncellemeye merkez hareketlenmesi bulma olmak üzere 3 kernel yazmışlar.",LİTERATÜRE BAKIŞ,discuss
49382,Maksimize edilen değerler RGB piksel değerleri ile aynı oransal yapıya getirilmiştir <CITE>.,Materyal ve Metot,basis
41788,"Hoover <CITE> , çalışmasında metinleri yazara göre sınıflandıran yazar tanıma ile dil kullanım biçemi ve bu biçemin değişkenlerine odaklanan biçembilimi yöntembilimsel açıdan birleştirmeyi amaçlamış ve çok değişkenli analizle (İng. multivariate analysis) bu amacını gerçekleştirmiştir.",Yazar Tanıma,discuss
31777,"Where 𝑋 : normalization version of x σ: standard derivation 𝑋 : mean 𝑥 : each observation from a sample <CITE> In order to the data to be of good quality, empty lines were removed during the data preprocessing stage, all the features were collected numerically, and dummy variables were not included in the model.",𝑋 =,basis
30488,"F-Race, kendisine verilen parametreleri yapılandırılması istenen algoritmalar için aday parametre yapılandırmaları üretir ve yine kendisine verilen test setinde bunları yarıştırarak en iyi parametre değerlerini belirlemeye çalışır <CITE> .",Deneysel Sonuçlar,basis
31593,"Ayrıca, kelime vektörleşme işlemi sonrası elde edilen kelime vektörleri, metin içinde geçen cümleleri, vektörel değerler olarak ifade edebilmeyi sağlar <CITE> .",MATERYAL VE METOT,basis
32915,Başka bir çalışmada geleneksel Gauss karışım model saklı Markov modelinden daha iyi sonuçlar veren mobil kayıtlı bir Türkçe veri kümesi üzerinde Türkçe dilinde konuşmadan metne çeviri için derin sinir ağı modeli önerilmiştir <CITE> .,Benzer Çalışmalar,discuss
34117,"Elastik net regresyon, ridge ve lasso regreyon yöntemlerinden yola çıkılarak, Zou ve Hastie <CITE> tarafından geliştirilmiştir.",Materyal ve Metot,basis
37737,"Referans model Dubowsky ve <CITE> yaklaşımından yola çıkılarak, uç eleman yükünün kolun son parçasıyla birleştiği ve uç elemanın diğer parçalara göre çok daha kısa olduğu varsayılmış ve referans model olarak ikinci dereceden zamanla değişmeyen bir doğrusal diferansiyel denklem kullanılmıştır.",Ayrık BUYSA'lı denetleyicinin bozucu moment etkisinde sinüs izleme senaryosuyla benzetimi,basis
38714,Pencere genişliği 100 HU ve pencere seviyesi 35 HU ayarlanan görüntüler ile pencere genişliği 90 HU ve pencere seviyesi 40 HU olarak ayarlanan görüntülerle ayrı ayrı çalışılmıştır <CITE> .,Görüntü pencereleme Image windowing,basis
40837,"Benzetimlerde kullanılan eş sayılarının 30, 60, 90 ve 120 olma sebebi, <CITE> 'da gerçeklenen benzetimlerde bu sayıların kullanılmasıdır.",Benzetim,basis
39178,Bahsi geçen çarpım sonucunda elde edilen matris TF-IDF matrisi olarak bilinmektedir <CITE> .,MATERYAL VE METOT,basis
44641,"Buna göre, kriter sayısı (n) 11'e kadar elde edilen ve 1-9 değerlendirme skalası kullanan bir matrise karşıt gelen rastgele değer indeksi (RI) Tablo 1'de gösterilmiştir <CITE> ,  .",BULANIK ANALİTİK HİYERARŞİ SÜRECİ İLE ÇOK KRİTERLİ KARAR VERME,basis
30949,"İçerik analizi, okuyucuların anlayacağı bir dilde hazırlanan <CITE> , birbirine benzeyen verileri belirli kavramlar ve temalar çerçevesinde bir araya getirmek  , yinelenebilir  , sözel, yazılı ve diğer materyallerin nesnel ve sistematik bir şekilde incelenmesine olanak tanıyan bilimsel bir yaklaşımdır  .",YÖNTEM,basis
40340,Bu çalışmada kullanılan yöntem birçok regresyon ve zaman serisi tahmin probleminde yüksek başarı oranları göstermiştir <CITE> .,Materyal ve Metot,basis
46099,"Seçilen son teknoloji algoritmalar şunlardır: Gökalp et al. <CITE> yinelemeli açgözlü (YA) algoritması, Onan et al.   hibrit bir budama (HB) yaklaşımı tabanlı algoritması; Onan et al.   çok amaçlı diferansiyel değerlendirme tabanlı ağırlıklı oylama topluluğu (AOT) algoritması; Jalilvand and Salim   öznitelik birleştirme (ÖB) algoritması; Wang et al.   rastgele alt uzay (RAU) yaklaşımı;",Deneysel Çalışma,basis
35258,İşbirlikli önbelleğe alma mekanizması (Cooperative Caching) <CITE> merkezi kontrol gerektirmesi nedeniyle oluşan ağ trafiğinin kısıtlı cihazların enerji tüketimine etkisini göz ardı etmektedir.,Kablosuz Algılayıcı Ağlarda Bilgi Merkezli Ağ Tasarımına Etki Eden Faktörler,discuss
35588,Doküman analizinde temel amaç; araştırılması hedeflenen olgu veya olgular hakkında bilgi içeren yazılı materyallerin analiz edilmesidir <CITE> .,YÖNTEM,basis
42112,Sezgisel hesaplamaları kullanan ilk arama algoritması A * algoritmasıdır <CITE> .,Materyal ve Metot,basis
42576,Toplamda 8.257 kalabalık sahneden 10.000 videodan oluşan veri kümesi ile çalışmışlardır <CITE> .,DERİN ÖĞRENME MİMARİLERİ İLE KALABALIK ANALİZİ,discuss
36930,Denetimli öğrenme yöntemlerinden biri olan bu algoritmada kullanılan ağaç sayısı ile doğruluk arasında doğrusal bir ilişki vardır yani ağaç sayısı arttıkça algoritmanın doğruluk oranı artmaktadır <CITE> .,Materyal ve Yöntem,basis
39802, Gereksiz veya tekrarlayan bilgileri kaldırarak veri kalitesini arttırır <CITE> .,Materyal ve Metot,basis
37525,"Bu motor güç ve uzun ömür için, yüksek sıcaklıkta sinterlenmiş Neodymium mıknatıslar ve yüksek hızlı bilyalı rulmanlar ile üretilmiştir <CITE> .",Otonom Araç Uygulaması,basis
46121,"Özgüllük: Özgüllük, gerçek negatif oran olarak ifade edilir ve bir testte negatif sonuç veren gerçekten de negatif olan örneklerin oranıdır (3) <CITE> .",Materyal ve Metot / Materials and Methods,basis
39211,"Bu süreçte, fonksiyonun düzlüğü maksimize edilerek yerel değerlere takılma riski azaltılır <CITE> .",Materyal ve Metot,basis
46829,"Siber zorbalık tespitine yönelik Twitterden elde ettikleri 3000 tweet üzerinde tasarladıkları YSA modellerini uygulamış, bu modellerden YSA2 ile %91 F1 skoru ile en iyi başarımı elde etmişlerdir <CITE> .",İlgili çalışmalar 2. Related studies,discuss
32562,Başlangıç veri tabanındaki noktaların tamamının tek bir küme olarak varsayılması ile birbirinden farklı olan noktaların atılarak k adet küme oluşturulmasına ise bölünür kümeleme algoritmaları denir <CITE> .,Materyal ve Metot,basis
46078,"Korelasyon katsayısı, +1 ile -1 arasında bir değere sahiptir; burada +1, pozitif doğrusal korelasyonu, 0 doğrusal korelasyonun olmadığını ve -1, negatif doğrusal korelasyonu gösterir ve Denklem (1)'de olduğu gibi tanımlanmaktadır <CITE> .",Materyal ve Yöntem,basis
33232,Önerilen yöntemin test edilmesinde Violent Flow <CITE> ve Hockey Fight,Deneyler,basis
33811,"Tablo 2'de sınıflandırıcıların bir adet görüntü üzerinde harcadığı eğitim ve test sürelerinin yaklaşık değerleri verilmektedir. <CITE> , 4 sınıftan oluşan 6400 adet görüntüden %99,70 doğruluk değeri elde etmişlerdir.",Bulgular ve Tartışma,support
44233,"Diğer çalışmalardan farklı olarak Turkish Spam V01 <CITE> , CSDMC 2010 Spam Corpus   veri setleri kullanılmış.",LİTERATÜR TARAMAS I,differ
44107,"DARPA veri kümesi ile gerçekleştirilen deneylerde, DASSL algoritması 0.243 hata oranı ile, <CITE> 'da elde edilen hata değerinden (0,25'in üzerinde) daha düşük hata değerine ulaşmaktadır.",Önerilen,differ
29620,Performans değerlendirme kriterlerine ait bağıntılar Denklem 1-6'da verilmiştir <CITE>.,Materyal ve Metodoloji,basis
36477,"13 evrişimli, 5 maksimum ortaklama ve 3 yoğun katman olmak üzere toplam 21 katmandan oluşmasına rağmen sadece 16 ağırlık katmanı vardır <CITE> .",Veri ve Yöntem,basis
46250,"Bu sayede, sistemimizin açıklıkları (güncel saldırı teknikleri de dâhil edilerek) güncel olarak tespit edilebilecek ve gerekli önlemler alınabilecektir <CITE> .",ANALİZLER VE ÇIKARIMLAR,support
33803,"Öğrenme yöntemlerinden hangisi kullanılırsa kullanılsın öğrenmenin görevi, maliyet fonksiyonunu düşürmek için öğrenme verilerine bağlı olarak ağırlık ve bias değerlerini ayarlamaktır <CITE> .",Materyal ve Yöntem,basis
44008,"Bu blokzinciri bozar ( Şekil 1 (b), kesik çizgi) ve zerocoinlerin sahibini belirlemek için blok zincirini analiz etme seçeneğini ortadan kaldırır. <CITE> 'de yayınlanan blokzincir tabanlı ilk anonim biyometrik kimlik tanımlama sistemi, üç ana aktör (kullanıcı USR, kimlik sağlayıcı IP ve servis sağlayıcı SP) ve üç adımda, Kurulum, kayıt ve tanımlama algoritmaları ile çalışır.",Materyal ve Metot,basis
42094,"Bu sayede, aynı noktayı ikinci kez ziyaret etmekten kaçınılır ve algoritma daha hızlı çalışır <CITE> .",TEORİK METOD,basis
41984,YB'nin maksimum amaç değeri elde etmek için temel davranışları aşağıdaki gibidir <CITE>.,Materyal ve Yöntem,basis
43162,"Deneylerde, L-shade algoritma yazarlarının sağlamış oldukları c++ kodundan faydalanılmıştır <CITE> .",DENEYSEL SONUÇLAR,basis
38172,Budama yapılarak ağaç sadeleştirilir <CITE> .,MATERIAL VE YÖNTEM,basis
36940,"Önerilen yöntem EDEEC (Enhanced Distributed Energy Effficient Clustering, Gelişmiş Dağıtılmış Enerji Verimli Kümeleme Protokolü) <CITE> yöntemindeki gibi üç seviyeli KB seçim olasılık parametresi ve enerji modeline sahiptir.",Şekil 1. Kümeli heterojen ağ yapısı Figure 2. A clustered heterogeneous network structure,basis
36726,Sözdizimsel çözümleyici olarak Eryiğit ve arkadaşlarının çalışması kullanılmıştır <CITE> .,Giriş,basis
42984,Rosenberg ve Hirschberg herhangi bir küme ataması için aşağıdaki istenen iki hedefi tanımlamaktadır <CITE> .,Yöntemler,basis
47032,"Model-Agnostic Meta-Learning (MAML) <CITE> , en temel meta-öğrenme algoritması haline gelmiştir ve yeni ortaya atılan tüm yöntemlerde bu yöntem temel kıyaslama algoritması olarak kullanılmaktadır.",Materyal ve Metot,basis
37716,"farkları alınarak yeni özellikler türetilmiştir ve LibSVM ile kızgın, nötr, mutlu, üzgün ve korku olmak üzere 5 duygu üstünde % 93,75'lik başarı oranı elde etmişlerdir <CITE> .",İLGİLİ ÇALIŞMALAR,discuss
39361,Doğrusal olmayan ve durağan olmayan sinyalleri işlemek için Huang ve arkadaşları <CITE>,Ayrıştırma Yöntemleri,basis
42100,"A*'daki değerlendirme işlevi, yol maliyetini ve buluşsal yöntemi toplar, ancak RBFS algoritması, düğümleri en iyi birinci sıraya göre sıralamak için monoton olmayan bir maliyet işlevi kullanır <CITE> .",TEORİK METOD,basis
33781,şeklinde hesaplanır <CITE> .,Bilinmeyen görüntü parametrelerinin BE tabanlı öğrenilmesi,basis
32757,Fakat önerilen bu yöntem renkli görüntülere uyarlanamamaktadır. <CITE> 'daki çalışma renkli gizli görüntüleri paylaştırırken daha küçük pay görüntüleri üretmeyi başarmıştır.,Giriş,differ
36740,Sonraki adımda ise elde edilen fark görüntüsü belli bir eşik değerden geçilir ve istenmeyen nesneler elenir <CITE>.,Kullanılan Yöntemler,basis
35652,"Kaşif arılar, aşağıdaki eşitlik vasıtasıyla işçi arıların terk ettiği besin kaynaklarının yerine yenilerini üretmek için yönlendirilirler <CITE> .",Algoritma Esin Kaynağı,basis
34923,Bu ayrım aşamasında oluşan dalların her biri bir kuralı temsil etmektedir <CITE> .,Materyal ve Yöntem,basis
46934,Buna karşın radyal tabanlı fonksiyonun kernel boyutu ( γ ) olarak ifade edilen parametresindeki değişimlerin sınıflandırma performansına etkisinin daha az olduğu görülmüştür <CITE> .,∑∑ ∑,discuss
37598,Şekil 2. IoT tabanlı akıllı otopark yönetim sisteminin genel akış şeması <CITE> .,Nesnelerin İnterneti,basis
37152,"Algoritma, ZAARP'nin çözümü için karınca kolonisi sistemi <CITE> tabanlı bir yöntem olduğundan ZAARP-KKS olarak adlandırılmış, temel süreçleri aşağıda tanıtılmıştır.",GPM için KKO tasarımı,basis
29845,"(  )   Pande, & Altman, K-means for parallel architectures using all-prefix-sum sorting and updating steps, 2012) da k-means'i tamamen GPU'da uygulamıştır. <CITE> ve   çalışmalarındaki gibi demet güncelleme adımından önce sıralama yaklaşımı kullanılmıştır; fakat onlardan farklı olarak bu işlem GPU'da hesaplatılmıştır.",LİTERATÜRE BAKIŞ,discuss
42411,"TensorFlow, Google tarafından geliştirilen, evrimsel sinir ağını (CNN), tekrarlayan sinir ağını (RNN) ve diğer derinlik sinir ağı modelini destekleyen ikinci nesil yapay zeka araştırma ve geliştirme sistemidir <CITE> .",Materyal ve Yöntem,basis
31087,"Çalışmamızda, bir SVM uygulaması olan LibSVM <CITE> kütüphanesi kullanılmıştır.",Sınıflandırma Yöntemleri,basis
32922,Sınırlı kaynaklarla son teknoloji bir konuşma çevirisi sistemi oluşturmak için <CITE> 'de önceden eğitilmiş konuşma tanıma ve metin çevirisi modelleri kullanılması önerilmiştir.,Benzer Çalışmalar,discuss
47124,Kullanılan eğitici yöntemler ile başlangıç değerleri Tablo 2'de verilmiştir: <CITE> ses yüksekliği: 0.5 titreşim oranı: 0.5 en düşük titreşim sıklığı: 0,Gereç ve Yöntem,basis
29952,"Form içerisindeki karakterlerin sayımında, <CITE> çalışmasında belirtildiği şekilde, beş veya daha fazla kelimenin oluşturduğu cümleler dikkate alınmıştır.",VERİ SETİ VE YÖNTEM,basis
34687,"Bu durumda, eğrinin düzgünleştirici bir filtreden geçirilmesi gerekir <CITE> .",Eğri Evrilimi için Finsler Modeli,basis
43706,Çığ etkisi (avalanche effect) adı verilen bu sorun için literatürde önerilen çözüm ise geliştirilen PLC programındaki komut sırasının değiştirilmesi gibi sistematik olmaktan uzak olan ve bazı durumlarda çözümü imkânsız kılan bir yönteme dayanmaktadır <CITE>; .,Giriş,discuss
34920,Maxi{|Ci|} ve Mini{|Ci|} ifadeleri karar sınıfının yer alan örneklerden en fazla ve en az etiketi içeren sınıfları temsil etmektedir <CITE> .,Materyal ve Yöntem,basis
45990,"Diğer son teknoloji ürünü yüz algılama sistemleri ile karşılaştırmalar yapılarak, sistemin tespit ve yanlış pozitif oranlar açısından karşılaştırılabilir bir performans gösterdiği görülmektedir <CITE> .",Literatür Taraması,discuss
38076,"Modellerin performansını değerlendirmek için birkaç ölçüt kullandık: doğruluk, kesinlik, özgüllük, duyarlılık ve F1 skoru <CITE> .",Materyal ve Metot,basis
34663,"Bu yöntem modelin değerlendirilmesinde önemli olup, aşırı öğrenme ve eksik öğrenme gibi sorunların önüne geçmeyi sağlamaktadır <CITE> .",Deney Sonuçları ve Tartışma,basis
31544,TBA ve tüm özniteliklerin kullanımının KDT üzerindeki etkisi incelemiş ve tüm özniteliklerin kullanımında daha yüksek başarı elde etmiştir <CITE>.,Literatür Taraması,discuss
31796,Siber saldırılar arasındaki ilişkiyi anlamak için siber saldırıların yöntem ve teknikleri ile ilgili verilerin toplanabilmesi gerekmektedir. <CITE> çalışmasında bu ihtiyaçlara yönelik siber tehdit istihbaratı toplama sistemi önerilmektedir.,Geçmiş Çalışmalar,discuss
37369,İki boyutta koordinatlar açısından benzer ifade şeklini kullanan bir çalışma Chira tarafından yapılmıştır <CITE> .,LİTERATÜR ÖZETİ,discuss
38975,Ağacı): Hoeffding Bound karar ağacında çalışan bir algoritmadır <CITE> .,Metodolojiler,basis
34131,Kara Listelerle ilgili sorunlar spam göndericilerin kaynak adresini sık sık değiştirmeleri ve kara liste güncelleme problemidir <CITE> .,İşbirlikçi modeller,discuss
39722,AlexNet mimarisi ağ ağırlıkları olan sekiz katman içerir; ilk beşi evrişimli ve kalan üçü tamamen bağlı katmanlardır <CITE> .,YÖNTEM,basis
33028,Sözlük temelli modeller ise uygulaması ve anlaşılması çok kolay olmasına rağmen daha düşük performans ve her yeni çalışmada uzun ön hazırlık süresi gibi dezavantajlara sahiptir <CITE> .,DUYGU ANALİZİ,discuss
38800,Bulanık girdi birimleri olarak öğrencilerin kişisel özellikleri temel alınarak öğrencilere kişisel tavsiyelerde bulunabilen bir öğrenme ortamı tasarlanmıştır <CITE> .,BULGULAR,support
35601,"Petek, Kadi-Maglajli ve Noica da eğitimde etkili ve verimli öğrenme süreçleri açısından web 2.0 teknolojilerinin yeni bilgi edinmek için bir yol olduğunu belirtmişlerdir <CITE> .",SONUÇ VE TARTIŞMA,support
48972,Çalışmada kullanılan IMDB veri seti literatürde film yorumlarının incelemesi için kullanılan en büyük veri setlerinden birisidir <CITE>.,Veri Seti,basis
31720,"In the same year, Nalbant et al. (<CITE> ) applied the Taguchi method to find the factors that affect surface hardness during turning on lathe machine, and different from Zhang et.al, they considered the approach angle of the cut tool as one of the factors affecting hardness, while ignoring the spindle speed because they did not use milling cutter but lathe cutter.",LITERATURE REVIEW,discuss
40856,"Ancak, yapılan çalışmalarda derin öğrenme yöntemlerinin, değişik gürültü seviyelerine ve türlerine karşı esnek olmadığı için yüksek seviyede gürültüyle karşılaştıklarında performansları ve başarıları yeterli seviyede olmadığı görülmektedir <CITE> .",GİRİŞ,differ
34463,Simülator NS2 <CITE> Ağ Boyutu 1000 m X 1000 m X 1000 m   Simülasyon Süresi 100 s   Düğüm Sayısı 15   Kapsama Alanı 250 m   Trafik Tipi Constant Bit Rate (Cbr),Benzetim Ortamı ve Sonuçları,basis
39803,"Levenshtein mesafesi ne kadar küçükse, dizeler de bir o kadar benzerdir <CITE> .",Materyal ve Metot,basis
41524,"Hecelere parçalama algoritması (C + E <CITE> ) yapısına, yanında bir ünlü olmayan ünsüze rastlandığında veya art arda gelen ünsüzlerden anlam çıkartılamadığında gelinir.",En düşük genlik değerine göre dengeleme:,basis
37734,Bu sorunun üstesinden gelmek amacıyla delta adaptasyon kuralı önerilmiştir <CITE>.,Parametre öğrenme evresi,basis
39523,"Öğrenme için metrik öğrenme tavsiye edilmiş, deneyler sonucunda ise üstün başarı göstermiştir <CITE> .",Grafik Sinir Ağları,support
43542,Bu bölümler Şekil 1'de gösterilmiştir <CITE> .,Materyal ve Metot,basis
31955,Duygu analizi çalışmalarında durak kelimeler genellikle öznitelik sayısını düşürebilmek için duygu analizi yapılacak olan metinden çıkarılmaktadır <CITE>.,Materyal ve Metot,basis
36824,Böylece bu formül ile parçacığı çözümü en iyi parçacığın ve kendi en iyi durumun yakınlarında aramaya itmektedir <CITE> .,Materyal ve Metot,basis
48775,Konunun anlaşılır olması için softmax hücreli yapı olarakta bilinen birleştirme ağının tek katmanlı çıkış hücrelerinden oluştuğu kabul edilmiştir <CITE> .,Materyal ve Yöntem,basis
33656,Hofmann da yayınladığı Learning of Similarity of Documents <CITE> makalesinde dokümanlar arasındaki benzerlikleri bulurken sadece bag of words dediğimiz kelime haznesine odaklanmıştır.,Materyal ve Metot,discuss
47046,Her bir blokta 3x3 boyutunda 64 adet filtre ve bunu takip eden normalizasyon <CITE> ve 2x2 havuzlama katmanları bulunmaktadır.,Araştırma Sonuçları ve Tartışma,basis
44091,"Öte yandan, A2DE'nin üstün performansını doğrulamak için, BoT-IoT veri kümesi <CITE> kullanılarak A1DE ve A2DE modelleri test edilmektedir.",Önerilen,basis
45639,"Şekil 2: Dicle Üniversitesi güneş ölçüm istasyonu <CITE> Bu teknikle, modellerin çalışma sürecinde eksik ve aşırı öğrenmeyi tespit edip önleyerek test aşamasında en iyi modeli oluşturmayı amaçlamaktadır.",Materyal ve Metot,basis
45984,"DFS, belirtilen kriterlere göre bilgilendirici olmayanları atarken ayırt edici öznitelikleri seçmeyi amaçlayan metin sınıflandırma için başarılı öznitelik seçim algoritmalarından biridir <CITE> .",Materyal ve Metot,basis
40428,Ağın mimarisi Şekil 2' de gösterilmektedir <CITE> .,Materyal ve Metot,basis
35864,Önerdikleri bu yöntem ile ağ üzerinden iletilen paketlerin normal mi yoksa kötü amaçlı mı olduğunu belirlemek için ikili sınıflandırma yapılmıştır <CITE> .,Literatür Taraması ve Analizi,discuss
30735,En uygun bölümleri seçebilmek adına entropy/gini'den değil Ki-Kare analizlerinden faydalanılmaktadır <CITE> .,Metodoloji,basis
31668,Bunun için Keras Tokenizer kullanılmıştır <CITE> .,Araçlar ve Yöntem,basis
47463,"Bu çalışma kapsamında önerilen algoritma, herkese açık UCI veri deposundan elde edilen veri setleri kullanılarak sınanmıştır <CITE> .",Uygulama,basis
44311,Genelleştirilmiş delta kuralına göre hem çıktı değerleri hesaplanır hem de ağırlıkların ilgili optimizasyon fonksiyonları ile güncellemesi sağlanır <CITE> .,Makine Öğrenmesi ve Yapay Zekâ Algoritmaları,basis
41988,Arama süresi sırasında bu parçacıklar sık sık rollerini değişebilir ama öncelikli hedef optimum noktayı bulmaktır <CITE> .,Materyal ve Yöntem,basis
30971,ARP türlerinden birisi olan kapasite kısıtlı araç rotalama probleminin matematiksel modeli aşağıda verilmiştir <CITE> .,METHODS),basis
35600,Sosyal ağların kullanımının arttığı bulgusu Mazman ve Usluel tarafından yapılan çalışmayla paralellik göstermektedir <CITE> .,SONUÇ VE TARTIŞMA,support
39834,İkinci web sunucusu günlük verisi Baltimore Washington DC bölgesinin internet servis sağlayıcısı olan ClarkNET (C.NET veri kümesi) web sunucularındandır <CITE> .,Deney Sonuçları,basis
31543,"Ancak, öznitelik seçim yöntemlerinin kullanımı her zaman <CITE> TBA ve tüm özniteliklerin kullanımının KDT üzerindeki etkisi incelemiş ve tüm özniteliklerin kullanımında daha yüksek başarı elde etmiştir  ).",Literatür Taraması,discuss
37298,"Bu bölümde son yıllarda derin öğrenme, nesne tespiti-takibi alanında yapılan çalışmalar incelenerek kullanılan mimariler, önerilen yöntemler, kütüphaneler ve ağlar hakkında bilgiler verilmiştir. <CITE> , çalışmalarında Kalman filtresi ve Hungarian algoritması kullanarak çevrimiçi ve gerçek zamanlı nesne takip uygulamaları için bir yaklaşım önermişlerdir.","Derin Öğrenme, Nesne Tespiti ve Nesne Takibi ile İlgili Çalışmalar",discuss
